user_id,date,did_bet,n_bets,deposit_amount,ngr,is_synthetic_control
u_10000,2025-02-10,False,0,0.0,0.0,False
u_10000,2025-02-11,False,0,0.0,0.0,False
u_10000,2025-02-12,False,0,0.0,0.0,False
u_10000,2025-02-13,False,0,0.0,0.0,False
u_10000,2025-02-14,False,0,0.0,0.0,False
u_10000,2025-02-15,False,0,0.0,0.0,False
u_10000,2025-02-16,False,0,0.0,0.0,False
u_10000,2025-02-17,True,3,0.0,3.28,False
u_10000,2025-02-18,False,0,32.05,0.0,False
u_10000,2025-02-19,True,1,0.0,1.89,False
u_10000,2025-02-20,True,0,0.0,3.53,False
u_10000,2025-02-21,True,4,0.0,1.95,False
u_10000,2025-02-22,True,1,0.0,3.2,False
u_10000,2025-02-23,False,0,0.0,0.0,False
u_10000,2025-02-24,True,2,0.0,2.58,False
u_10000,2025-02-25,True,2,0.0,-0.16,False
u_10000,2025-02-26,False,0,0.0,0.0,False
u_10000,2025-02-27,False,0,0.0,0.0,False
u_10000,2025-02-28,True,3,0.0,3.02,False
u_10000,2025-03-01,True,1,0.0,1.23,False
u_10000,2025-03-02,False,0,131.14,0.0,False
u_10000,2025-03-03,True,1,295.33,2.49,False
u_10000,2025-03-04,False,0,0.0,0.0,False
u_10000,2025-03-05,False,0,0.0,0.0,False
u_10000,2025-03-06,False,0,0.0,0.0,False
u_10000,2025-03-07,False,0,0.0,0.0,False
u_10000,2025-03-08,False,0,0.0,0.0,False
u_10000,2025-03-09,False,0,0.0,0.0,False
u_10000,2025-03-10,True,3,0.0,1.0,False
u_10000,2025-03-11,True,1,0.0,1.71,False
u_10000,2025-03-12,False,0,152.16,0.0,False
u_10000,2025-03-13,False,0,0.0,0.0,False
u_10000,2025-03-14,True,3,0.0,1.65,False
u_10000,2025-03-15,False,0,0.0,0.0,False
u_10000,2025-03-16,True,3,0.0,2.35,False
u_10000,2025-03-17,False,0,0.0,0.0,False
u_10000,2025-03-18,False,0,0.0,0.0,False
u_10000,2025-03-19,False,0,0.0,0.0,False
u_10000,2025-03-20,False,0,20.81,0.0,False
u_10000,2025-03-21,False,0,0.0,0.0,False
u_10000,2025-03-22,False,0,0.0,0.0,False
u_10000,2025-03-23,False,0,0.0,0.0,False
u_10000,2025-03-24,False,0,0.0,0.0,False
u_10000,2025-03-25,False,0,0.0,0.0,False
u_10000,2025-03-26,False,0,0.0,0.0,False
u_10000,2025-03-27,False,0,0.0,0.0,False
u_10000,2025-03-28,False,0,0.0,0.0,False
u_10000,2025-03-29,False,0,0.0,0.0,False
u_10000,2025-03-30,False,0,72.99,0.0,False
u_10000,2025-03-31,False,0,0.0,0.0,False
u_10000,2025-04-01,False,0,0.0,0.0,False
u_10000,2025-04-02,True,2,0.0,1.54,False
u_10000,2025-04-03,False,0,200.82,0.0,False
u_10000,2025-04-04,False,0,6.44,0.0,False
u_10000,2025-04-05,True,3,0.0,2.94,False
u_10000,2025-04-06,True,3,0.0,0.37,False
u_10000,2025-04-07,True,2,0.0,3.04,False
u_10000,2025-04-08,False,0,0.0,0.0,False
u_10000,2025-04-09,False,0,0.0,0.0,False
u_10000,2025-04-10,True,3,0.0,1.14,False
u_10000,2025-04-11,True,5,0.0,2.58,False
u_10000,2025-04-12,True,2,0.0,1.27,False
u_10000,2025-04-13,False,0,0.0,0.0,False
u_10000,2025-04-14,False,0,0.0,0.0,False
u_10000,2025-04-15,False,0,0.0,0.0,False
u_10000,2025-04-16,False,0,32.56,0.0,False
u_10000,2025-04-17,True,4,0.0,1.76,False
u_10000,2025-04-18,False,0,0.0,0.0,False
u_10000,2025-04-19,True,2,0.0,2.69,False
u_10000,2025-04-20,False,0,0.0,0.0,False
u_10000,2025-04-21,False,0,0.0,0.0,False
u_10000,2025-04-22,False,0,80.24,0.0,False
u_10000,2025-04-23,False,0,0.0,0.0,False
u_10000,2025-04-24,True,5,142.07,1.37,False
u_10000,2025-04-25,True,3,0.0,2.75,False
u_10000,2025-04-26,False,0,0.0,0.0,False
u_10000,2025-04-27,False,0,0.0,0.0,False
u_10000,2025-04-28,False,0,0.0,0.0,False
u_10000,2025-04-29,False,0,0.0,0.0,False
u_10000,2025-04-30,False,0,0.0,0.0,False
u_10000,2025-05-01,False,0,0.0,0.0,False
u_10000,2025-05-02,False,0,0.0,0.0,False
u_10000,2025-05-03,True,3,0.0,1.89,False
u_10000,2025-05-04,True,3,0.0,7.2806966049617365,False
u_10000,2025-05-05,False,0,0.0,0.0,False
u_10000,2025-05-06,False,0,0.0,0.0,False
u_10000,2025-05-07,True,1,145.16,0.9,False
u_10000,2025-05-08,False,0,0.0,0.0,False
u_10000,2025-05-09,False,0,0.0,0.0,False
u_10000,2025-05-10,False,0,0.0,0.0,False
u_10000,2025-05-11,False,0,0.0,0.0,False
u_10000,2025-05-12,False,0,0.0,0.0,False
u_10000,2025-05-13,True,3,0.0,0.85,False
u_10000,2025-05-14,True,0,0.0,2.66,False
u_10000,2025-05-15,False,0,0.0,0.0,False
u_10000,2025-05-16,False,0,0.0,0.0,False
u_10000,2025-05-17,True,2,0.0,2.456845340677156,False
u_10000,2025-05-18,False,0,0.0,0.0,False
u_10000,2025-05-19,True,1,0.0,2.43,False
u_10000,2025-05-20,False,0,0.0,0.0,False
u_10000,2025-05-21,True,2,0.0,4.1,False
u_10000,2025-05-22,False,0,0.0,0.0,False
u_10000,2025-05-23,False,0,0.0,-0.0,False
u_10000,2025-05-24,False,0,0.0,0.0,False
u_10000,2025-05-25,False,0,0.0,0.0,False
u_10000,2025-05-26,False,0,0.0,0.0,False
u_10000,2025-05-27,False,0,0.0,0.0,False
u_10000,2025-05-28,False,0,0.0,0.0,False
u_10000,2025-05-29,False,0,16.41,0.0,False
u_10000,2025-05-30,True,1,0.0,4.09,False
u_10000,2025-05-31,True,1,32.8,2.602972835945468,False
u_10000,2025-06-01,False,0,0.0,0.0,False
u_10000,2025-06-02,False,0,0.0,0.0,False
u_10000,2025-06-03,True,1,250.64,1.56,False
u_10000,2025-06-04,False,0,0.0,0.0,False
u_10000,2025-06-05,False,0,0.0,0.0,False
u_10000,2025-06-06,False,0,41.08,0.0,False
u_10000,2025-06-07,False,0,3.85,0.0,False
u_10000,2025-06-08,True,0,0.0,1.33,False
u_10000,2025-06-09,False,0,0.0,0.0,False
u_10000,2025-06-10,False,0,0.0,0.0,False
u_10000,2025-06-11,False,0,0.0,0.0,False
u_10000,2025-06-12,False,0,0.0,0.0,False
u_10000,2025-06-13,False,0,180.24,0.0,False
u_10000,2025-06-14,False,0,0.0,0.0,False
u_10000,2025-06-15,True,2,0.0,2.23,False
u_10000,2025-06-16,True,1,0.0,1.6,False
u_10000,2025-06-17,True,2,0.0,2.59,False
u_10000,2025-06-18,False,0,0.0,0.0,False
u_10000,2025-06-19,False,0,0.0,0.0,False
u_10000,2025-06-20,True,1,0.0,3.32,False
u_10000,2025-06-21,True,2,0.0,1.95,False
u_10000,2025-06-22,False,0,0.0,0.0,False
u_10000,2025-06-23,True,3,0.0,3.17,False
u_10000,2025-06-24,True,1,0.0,2.08,False
u_10000,2025-06-25,True,1,0.0,1.58,False
u_10000,2025-06-26,True,3,0.0,1.95,False
u_10000,2025-06-27,False,0,0.0,0.0,False
u_10000,2025-06-28,True,3,153.07,1.22,False
u_10000,2025-06-29,False,0,0.0,0.0,False
u_10000,2025-06-30,False,0,0.0,0.0,False
u_10000,2025-07-01,True,3,154.05,2.38,False
u_10000,2025-07-02,False,0,0.0,0.0,False
u_10000,2025-07-03,True,3,0.0,0.14,False
u_10000,2025-07-04,False,0,0.0,0.0,False
u_10000,2025-07-05,True,5,0.0,1.64,False
u_10000,2025-07-06,True,4,0.0,0.72,False
u_10000,2025-07-07,True,3,0.0,1.27,False
u_10000,2025-07-08,True,3,0.0,1.37,False
u_10000,2025-07-09,False,0,0.0,0.0,False
u_10000,2025-07-10,False,0,0.0,0.0,False
u_10000,2025-07-11,False,0,0.0,0.0,False
u_10000,2025-07-12,True,1,52.68,2.2,False
u_10000,2025-07-13,True,3,139.22,2.69,False
u_10000,2025-07-14,True,2,0.0,1.86,False
u_10000,2025-07-15,False,0,0.0,0.0,False
u_10000,2025-07-16,True,4,0.0,1.53,False
u_10000,2025-07-17,False,0,0.0,0.0,False
u_10000,2025-07-18,False,0,0.0,0.0,False
u_10000,2025-07-19,False,0,0.0,0.0,False
u_10000,2025-07-20,True,1,0.0,2.19,False
u_10000,2025-07-21,False,0,0.0,0.0,False
u_10000,2025-07-22,True,4,0.0,3.7,False
u_10000,2025-07-23,True,3,0.0,1.62,False
u_10000,2025-07-24,False,0,0.0,0.0,False
u_10000,2025-07-25,False,0,0.0,0.0,False
u_10000,2025-07-26,False,0,0.0,0.0,False
u_10000,2025-07-27,False,0,0.0,0.0,False
u_10000,2025-07-28,True,4,0.0,4.4,False
u_10000,2025-07-29,True,2,0.0,1.34,False
u_10000,2025-07-30,False,0,0.0,0.0,False
u_10000,2025-07-31,False,0,0.0,0.0,False
u_10000,2025-08-01,True,1,0.0,-0.29,False
u_10000,2025-08-02,False,0,84.47,0.0,False
u_10000,2025-08-03,True,2,0.0,2.57,False
u_10000,2025-08-04,False,0,0.0,0.0,False
u_10000,2025-08-05,False,0,0.0,0.0,False
u_10000,2025-08-06,True,2,0.0,3.73,False
u_10000,2025-08-07,True,3,0.0,0.66,False
u_10000,2025-08-08,False,0,0.0,0.0,False
u_10000,2025-08-09,False,0,0.0,0.0,False
u_10000,2025-08-10,True,2,0.0,1.91,False
u_10000,2025-08-11,True,1,0.0,1.35,False
u_10000,2025-08-12,False,0,0.0,0.0,False
u_10000,2025-08-13,True,3,0.0,-0.4,False
u_10000,2025-08-14,True,1,0.0,1.84,False
u_10000,2025-08-15,True,2,0.0,1.89,False
u_10000,2025-08-16,True,3,0.0,2.37,False
u_10000,2025-08-17,False,0,126.98,0.0,False
u_10000,2025-08-18,False,0,0.0,0.0,False
u_10000,2025-08-19,False,0,0.0,0.0,False
u_10000,2025-08-20,True,2,0.0,1.48,False
u_10000,2025-08-21,True,6,0.0,1.96,False
u_10000,2025-08-22,True,2,0.0,2.97,False
u_10000,2025-08-23,True,3,70.76,3.19,False
u_10000,2025-08-24,True,7,0.0,0.33,False
u_10000,2025-08-25,True,5,0.0,1.93,False
u_10000,2025-08-26,True,3,0.0,0.54,False
u_10000,2025-08-27,False,0,0.0,0.0,False
u_10000,2025-08-28,False,0,0.0,0.0,False
u_10000,2025-08-29,True,5,0.0,2.46,False
u_10000,2025-08-30,False,0,0.0,0.0,False
u_10000,2025-08-31,True,2,0.0,0.98,False
u_10000,2025-09-01,True,1,0.0,4.04,False
u_10000,2025-09-02,False,0,0.0,0.0,False
u_10000,2025-09-03,True,4,0.0,2.39,False
u_10000,2025-09-04,False,0,0.0,0.0,False
u_10000,2025-09-05,True,1,0.0,2.23,False
u_10000,2025-09-06,False,0,0.0,0.0,False
u_10000,2025-09-07,True,1,0.0,0.6,False
u_10000,2025-09-08,True,1,0.0,2.45,False
u_10000,2025-09-09,False,0,0.0,0.0,False
u_10000,2025-09-10,True,3,0.0,0.02,False
u_10000,2025-09-11,False,0,0.0,0.0,False
u_10000,2025-09-12,False,0,0.0,0.0,False
u_10000,2025-09-13,True,4,0.0,0.58,False
u_10000,2025-09-14,False,0,0.0,0.0,False
u_10000,2025-09-15,False,0,0.0,0.0,False
u_10000,2025-09-16,False,0,0.0,0.0,False
u_10000,2025-09-17,False,0,0.0,0.0,False
u_10000,2025-09-18,False,0,0.0,0.0,False
u_10000,2025-09-19,False,0,0.0,0.0,False
u_10000,2025-09-20,True,1,0.0,2.12,False
u_10000,2025-09-21,False,0,23.77,0.0,False
u_10000,2025-09-22,False,0,0.0,0.0,False
u_10000,2025-09-23,False,0,10.01,0.0,False
u_10000,2025-09-24,True,2,0.0,1.8,False
u_10000,2025-09-25,False,0,0.0,0.0,False
u_10000,2025-09-26,False,0,0.0,0.0,False
u_10000,2025-09-27,False,0,0.0,0.0,False
u_10000,2025-09-28,False,0,0.0,0.0,False
u_10000,2025-09-29,False,0,0.0,0.0,False
u_10000,2025-09-30,False,0,0.0,0.0,False
u_10000,2025-10-01,True,2,0.0,1.39,False
u_10000,2025-10-02,False,0,0.0,0.0,False
u_10000,2025-10-03,False,0,0.0,0.0,False
u_10000,2025-10-04,True,6,0.0,1.58,False
u_10000,2025-10-05,False,0,0.0,0.0,False
u_10000,2025-10-06,True,5,73.82,1.72,False
u_10000,2025-10-07,True,2,0.0,1.71,False
u_10000,2025-10-08,False,0,0.0,0.0,False
u_10000,2025-10-09,False,0,0.0,0.0,False
u_10000,2025-10-10,False,0,0.0,0.0,False
u_10000,2025-10-11,False,0,0.0,0.0,False
u_10000,2025-10-12,True,6,0.0,1.12,False
u_10000,2025-10-13,False,0,0.0,0.0,False
u_10000,2025-10-14,True,1,0.0,0.74,False
u_10000,2025-10-15,False,0,0.0,0.0,False
u_10000,2025-10-16,True,3,37.14,2.29,False
u_10000,2025-10-17,True,3,0.0,2.43,False
u_10000,2025-10-18,False,0,0.0,0.0,False
u_10000,2025-10-19,True,2,0.0,2.19,False
u_10000,2025-10-20,True,2,0.0,1.93,False
u_10000,2025-10-21,False,0,0.0,-0.0,False
u_10000,2025-10-22,True,3,0.0,1.69,False
u_10000,2025-10-23,False,0,0.0,0.0,False
u_10000,2025-10-24,True,0,0.0,2.87,False
u_10000,2025-10-25,True,6,44.17,2.89,False
u_10000,2025-10-26,True,4,0.0,1.95,False
u_10000,2025-10-27,True,1,0.0,2.63,False
u_10000,2025-10-28,True,1,0.0,1.73,False
u_10000,2025-10-29,False,0,0.0,0.0,False
u_10000,2025-10-30,True,1,37.73,2.15,False
u_10000,2025-10-31,False,0,0.0,0.0,False
u_10000,2025-11-01,False,0,0.0,0.0,False
u_10000,2025-11-02,False,0,0.0,0.0,False
u_10000,2025-11-03,True,2,0.0,2.79,False
u_10000,2025-11-04,False,0,30.86,0.0,False
u_10000,2025-11-05,False,0,0.0,0.0,False
u_10000,2025-11-06,False,0,0.0,0.0,False
u_10000,2025-11-07,True,2,0.0,2.06,False
u_10000,2025-11-08,False,0,0.0,0.0,False
u_10000,2025-11-09,True,1,0.0,2.54,False
u_10000,2025-11-10,False,0,0.0,0.0,False
u_10000,2025-11-11,False,0,0.0,0.0,False
u_10000,2025-11-12,False,0,0.0,0.0,False
u_10000,2025-11-13,False,0,0.0,0.0,False
u_10000,2025-11-14,False,0,0.0,0.0,False
u_10000,2025-11-15,True,5,0.0,2.83,False
u_10000,2025-11-16,False,0,0.0,0.0,False
u_10000,2025-11-17,False,0,0.0,0.0,False
u_10000,2025-11-18,True,3,15.72,2.13,False
u_10000,2025-11-19,True,1,0.0,1.0,False
u_10000,2025-11-20,False,0,0.0,0.0,False
u_10000,2025-11-21,True,2,0.0,2.73,False
u_10000,2025-11-22,False,0,0.0,0.0,False
u_10000,2025-11-23,False,0,0.0,0.0,False
u_10000,2025-11-24,False,0,0.0,0.0,False
u_10000,2025-11-25,True,2,0.0,1.34,False
u_10000,2025-11-26,True,4,0.0,1.72,False
u_10000,2025-11-27,False,0,0.0,0.0,False
u_10000,2025-11-28,False,0,0.0,0.0,False
u_10000,2025-11-29,True,6,0.0,0.55,False
u_10000,2025-11-30,True,3,0.0,1.92,False
u_10000,2025-12-01,True,3,20.41,2.07,False
u_10000,2025-12-02,True,3,0.0,2.57,False
u_10000,2025-12-03,True,3,0.0,1.16,False
u_10000,2025-12-04,True,3,0.0,1.63,False
u_10000,2025-12-05,False,0,0.0,0.0,False
u_10000,2025-12-06,True,5,0.0,1.03,False
u_10000,2025-12-07,True,3,0.0,2.32,False
u_10000,2025-12-08,False,0,0.0,0.0,False
u_10000,2025-12-09,False,0,0.0,0.0,False
u_10000,2025-12-10,False,0,0.0,0.0,False
u_10000,2025-12-11,False,0,0.0,0.0,False
u_10000,2025-12-12,False,0,0.0,0.0,False
u_10000,2025-12-13,True,2,0.0,1.58,False
u_10000,2025-12-14,True,2,0.0,-0.12,False
u_10000,2025-12-15,False,0,0.0,0.0,False
u_10000,2025-12-16,False,0,0.0,0.0,False
u_10000,2025-12-17,False,0,0.0,0.0,False
u_10000,2025-12-18,False,0,33.69,0.0,False
u_10000,2025-12-19,True,3,0.0,3.57,False
u_10000,2025-12-20,True,2,0.0,1.55,False
u_10000,2025-12-21,True,2,0.0,1.13,False
u_10000,2025-12-22,False,0,0.0,0.0,False
u_10000,2025-12-23,False,0,0.0,0.0,False
u_10000,2025-12-24,False,0,0.0,0.0,False
u_10000,2025-12-25,True,3,0.0,0.64,False
u_10000,2025-12-26,False,0,0.0,0.0,False
u_10000,2025-12-27,False,0,103.33,0.0,False
u_10000,2025-12-28,True,4,0.0,1.33,False
u_10000,2025-12-29,False,0,0.0,0.0,False
u_10000,2025-12-30,True,2,0.0,0.6,False
u_10000,2025-12-31,False,0,0.0,0.0,False
u_10001,2025-01-01,False,0,0.0,0.0,False
u_10001,2025-01-02,True,5,0.0,4.76,False
u_10001,2025-01-03,True,2,0.0,7.23,False
u_10001,2025-01-04,True,0,0.0,9.03,False
u_10001,2025-01-05,True,0,0.0,5.11,False
u_10001,2025-01-06,True,4,0.0,7.19,False
u_10001,2025-01-07,True,1,0.0,8.65,False
u_10001,2025-01-08,True,1,0.0,10.42,False
u_10001,2025-01-09,True,1,0.0,5.11,False
u_10001,2025-01-10,True,8,0.0,13.22,False
u_10001,2025-01-11,True,1,0.0,7.97,False
u_10001,2025-01-12,True,3,0.0,8.65,False
u_10001,2025-01-13,True,5,0.0,3.51,False
u_10001,2025-01-14,False,0,0.0,0.0,False
u_10001,2025-01-15,False,0,0.0,0.0,False
u_10001,2025-01-16,True,1,0.0,11.72,False
u_10001,2025-01-17,True,1,0.0,6.03,False
u_10001,2025-01-18,True,1,0.0,6.06,False
u_10001,2025-01-19,True,1,0.0,9.05,False
u_10001,2025-01-20,True,3,0.0,8.59,False
u_10001,2025-01-21,True,3,0.0,4.17,False
u_10001,2025-01-22,False,0,0.0,0.0,False
u_10001,2025-01-23,True,3,0.0,6.95,False
u_10001,2025-01-24,True,3,0.0,7.24,False
u_10001,2025-01-25,True,2,0.0,7.21,False
u_10001,2025-01-26,True,5,0.0,6.1,False
u_10001,2025-01-27,True,4,0.0,4.44,False
u_10001,2025-01-28,True,4,0.0,8.85,False
u_10001,2025-01-29,False,0,0.0,0.0,False
u_10001,2025-01-30,True,2,0.0,9.86,False
u_10001,2025-01-31,True,3,0.0,13.22,False
u_10001,2025-02-01,False,0,0.0,0.0,False
u_10001,2025-02-02,True,1,0.0,14.32,False
u_10001,2025-02-03,False,0,0.0,0.0,False
u_10001,2025-02-04,False,0,0.0,0.0,False
u_10001,2025-02-05,True,1,0.0,8.81,False
u_10001,2025-02-06,True,2,0.0,5.68,False
u_10001,2025-02-07,False,0,0.0,0.0,False
u_10001,2025-02-08,False,0,0.0,0.0,False
u_10001,2025-02-09,True,3,0.0,6.05,False
u_10001,2025-02-10,True,2,0.0,5.21,False
u_10001,2025-02-11,False,0,0.0,0.0,False
u_10001,2025-02-12,True,3,0.0,-0.37,False
u_10001,2025-02-13,True,3,0.0,2.79,False
u_10001,2025-02-14,True,3,0.0,6.61,False
u_10001,2025-02-15,True,2,0.0,4.8,False
u_10001,2025-02-16,False,0,0.0,-0.0,False
u_10001,2025-02-17,True,2,0.0,6.24,False
u_10001,2025-02-18,True,2,0.0,7.55,False
u_10001,2025-02-19,True,2,0.0,8.3,False
u_10001,2025-02-20,True,3,0.0,4.7,False
u_10001,2025-02-21,False,0,0.0,0.0,False
u_10001,2025-02-22,False,0,0.0,0.0,False
u_10001,2025-02-23,False,0,0.0,0.0,False
u_10001,2025-02-24,False,0,0.0,0.0,False
u_10001,2025-02-25,True,3,0.0,7.33,False
u_10001,2025-02-26,True,1,0.0,11.43,False
u_10001,2025-02-27,False,0,0.0,0.0,False
u_10001,2025-02-28,True,2,0.0,6.39,False
u_10001,2025-03-01,True,5,0.0,12.94,False
u_10001,2025-03-02,False,0,0.0,0.0,False
u_10001,2025-03-03,False,0,0.0,0.0,False
u_10001,2025-03-04,True,1,0.0,9.33,False
u_10001,2025-03-05,True,3,0.0,6.55,False
u_10001,2025-03-06,True,6,0.0,9.7,False
u_10001,2025-03-07,True,0,0.0,5.91,False
u_10001,2025-03-08,True,0,0.0,5.18,False
u_10001,2025-03-09,False,0,0.0,0.0,False
u_10001,2025-03-10,True,2,0.0,6.76,False
u_10001,2025-03-11,True,3,0.0,4.04,False
u_10001,2025-03-12,True,1,0.0,7.36,False
u_10001,2025-03-13,True,2,0.0,3.81,False
u_10001,2025-03-14,True,3,0.0,4.82,False
u_10001,2025-03-15,True,2,0.0,8.43,False
u_10001,2025-03-16,False,0,0.0,0.0,False
u_10001,2025-03-17,True,2,0.0,2.88,False
u_10001,2025-03-18,True,3,0.0,3.1,False
u_10001,2025-03-19,False,0,0.0,0.0,False
u_10001,2025-03-20,True,3,0.0,9.25,False
u_10001,2025-03-21,True,3,0.0,6.88,False
u_10001,2025-03-22,True,6,0.0,2.98,False
u_10001,2025-03-23,True,3,0.0,8.03,False
u_10001,2025-03-24,True,3,0.0,5.16,False
u_10001,2025-03-25,True,2,0.0,9.39,False
u_10001,2025-03-26,True,2,0.0,5.33,False
u_10001,2025-03-27,True,3,0.0,7.53,False
u_10001,2025-03-28,False,0,0.0,0.0,False
u_10001,2025-03-29,True,2,0.0,6.73,False
u_10001,2025-03-30,True,1,0.0,5.23,False
u_10001,2025-03-31,False,0,0.0,0.0,False
u_10001,2025-04-01,True,5,0.0,10.96,False
u_10001,2025-04-02,True,4,0.0,10.74,False
u_10001,2025-04-03,True,1,0.0,4.56,False
u_10001,2025-04-04,True,0,0.0,1.5,False
u_10001,2025-04-05,True,3,0.0,2.04,False
u_10001,2025-04-06,True,5,0.0,7.47,False
u_10001,2025-04-07,True,4,0.0,9.93,False
u_10001,2025-04-08,True,4,0.0,10.37,False
u_10001,2025-04-09,False,0,0.0,0.0,False
u_10001,2025-04-10,False,0,0.0,0.0,False
u_10001,2025-04-11,True,4,0.0,7.09,False
u_10001,2025-04-12,False,0,0.0,0.0,False
u_10001,2025-04-13,True,0,0.0,7.61,False
u_10001,2025-04-14,True,3,0.0,0.98,False
u_10001,2025-04-15,True,6,0.0,4.03,False
u_10001,2025-04-16,True,4,0.0,6.33,False
u_10001,2025-04-17,True,1,0.0,6.88,False
u_10001,2025-04-18,True,3,0.0,3.71,False
u_10001,2025-04-19,True,5,0.0,10.45,False
u_10001,2025-04-20,True,7,0.0,10.6,False
u_10001,2025-04-21,False,0,0.0,0.0,False
u_10001,2025-04-22,True,2,185.32,9.08,False
u_10001,2025-04-23,True,5,0.0,5.61,False
u_10001,2025-04-24,True,0,0.0,0.93,False
u_10001,2025-04-25,False,0,0.0,0.0,False
u_10001,2025-04-26,True,5,0.0,7.83,False
u_10001,2025-04-27,False,0,0.0,0.0,False
u_10001,2025-04-28,True,2,0.0,0.21,False
u_10001,2025-04-29,False,0,0.0,0.0,False
u_10001,2025-04-30,True,7,0.0,3.59,False
u_10001,2025-05-01,True,2,0.0,3.05,False
u_10001,2025-05-02,True,1,0.0,4.24,False
u_10001,2025-05-03,True,1,0.0,10.12,False
u_10001,2025-05-04,False,0,0.0,0.0,False
u_10001,2025-05-05,True,0,139.9184693289177,-0.435910000067357,False
u_10001,2025-05-06,False,0,46.03,0.0,False
u_10001,2025-05-07,False,0,0.0,0.0,False
u_10001,2025-05-08,True,3,0.0,8.16,False
u_10001,2025-05-09,False,0,0.0,0.0,False
u_10001,2025-05-10,True,1,0.0,8.52,False
u_10001,2025-05-11,True,3,0.0,3.93,False
u_10001,2025-05-12,True,2,0.0,7.79,False
u_10001,2025-05-13,True,3,0.0,5.84,False
u_10001,2025-05-14,True,1,0.0,4.98,False
u_10001,2025-05-15,True,1,0.0,9.27,False
u_10001,2025-05-16,True,2,0.0,11.44,False
u_10001,2025-05-17,True,3,0.0,-0.45,False
u_10001,2025-05-18,True,3,0.0,6.47,False
u_10001,2025-05-19,True,2,0.0,15.5,False
u_10001,2025-05-20,True,6,0.0,1.61,False
u_10001,2025-05-21,True,0,0.0,9.49,False
u_10001,2025-05-22,False,0,0.0,0.0,False
u_10001,2025-05-23,True,0,0.0,8.45,False
u_10001,2025-05-24,True,5,0.0,4.18,False
u_10001,2025-05-25,True,0,0.0,5.56,False
u_10001,2025-05-26,True,3,0.0,8.41,False
u_10001,2025-05-27,False,0,0.0,0.0,False
u_10001,2025-05-28,False,0,0.0,0.0,False
u_10001,2025-05-29,True,3,0.0,6.16,False
u_10001,2025-05-30,True,0,0.0,7.53,False
u_10001,2025-05-31,True,3,0.0,14.084259581345743,False
u_10001,2025-06-01,True,1,0.0,11.86,False
u_10001,2025-06-02,True,4,0.0,4.32,False
u_10001,2025-06-03,True,2,0.0,5.88,False
u_10001,2025-06-04,True,1,0.0,3.13,False
u_10001,2025-06-05,True,1,0.0,1.94,False
u_10001,2025-06-06,True,4,0.0,11.15,False
u_10001,2025-06-07,True,4,0.0,7.4,False
u_10001,2025-06-08,True,3,0.0,7.24,False
u_10001,2025-06-09,True,3,0.0,3.23,False
u_10001,2025-06-10,True,2,0.0,0.39,False
u_10001,2025-06-11,True,3,0.0,1.02,False
u_10001,2025-06-12,True,2,0.0,6.59,False
u_10001,2025-06-13,True,3,0.0,4.97,False
u_10001,2025-06-14,True,3,0.0,10.59,False
u_10001,2025-06-15,True,3,0.0,1.06,False
u_10001,2025-06-16,True,1,0.0,11.42,False
u_10001,2025-06-17,True,2,0.0,10.98,False
u_10001,2025-06-18,False,0,0.0,0.0,False
